"est","ste","param","method","ci.lower","ci.upper"
1.58539986399538,0.0969427364840101,1,"CC",1.39539559192396,1.77540413606679
-0.210594691725286,0.251818853770643,2,"CC",-0.704150575743905,0.282961192293332
1.03212128778497,0.124437915403639,3,"CC",0.788227455282594,1.27601512028734
-0.374506414143138,0.478795196380538,4,"CC",-1.31292775501977,0.563914926733498
-0.337368293441139,0.0528662782886129,5,"CC",-0.440984294883492,-0.233752291998786
1.66000105441999,0.0727504766020685,1,"MLE",1.51741274042181,1.80258936841817
-0.482627315955134,0.114205572491524,2,"MLE",-0.7064661248723,-0.258788507037969
0.990196583000805,0.0917071325060112,3,"MLE",0.81045390616358,1.16993925983803
-0.0693430100254573,0.181132744312983,4,"MLE",-0.424356665299807,0.285670645248892
-0.310222511497385,0.0217546808770911,5,"MLE",-0.352860902511645,-0.267584120483124
1.57702797027561,0.0913889360167103,1,"Semipar. (Param.)",1.39790894709742,1.7561469934538
-0.188130872783272,0.239146272540906,2,"Semipar. (Param.)",-0.656848954000447,0.280587208433903
1.065396738585,0.176457261214471,3,"Semipar. (Param.)",0.719546861794059,1.41124661537594
-0.537497115311958,0.955990632800992,4,"Semipar. (Param.)",-2.41120432515956,1.33621009453564
-0.337429504249905,0.0531724310536962,5,"Semipar. (Param.)",-0.441645554085589,-0.233213454414222
1.5772621382595,0.0913467682405624,1,"Semipar. (Nonpar.)",1.39822576240387,1.75629851411513
-0.188376212045391,0.238671878063094,2,"Semipar. (Nonpar.)",-0.656164497171592,0.279412073080809
1.06327782569639,0.167615019774984,3,"Semipar. (Nonpar.)",0.734758423669455,1.39179722772333
-0.526333428903714,0.879958769327026,4,"Semipar. (Nonpar.)",-2.25102092466487,1.19835406685745
-0.337379688899323,0.0531276011914677,5,"Semipar. (Nonpar.)",-0.441507873819607,-0.233251503979039
