"est","ste","param","method","ci.lower","ci.upper"
14.5337567225988,0.340782961729641,1,"CC",13.8658343910638,15.2016790541338
2.56505630060113,0.857629693014962,2,"CC",0.88413299021966,4.2459796109826
-2.7814291420793,0.408818394603039,3,"CC",-3.58269847171874,-1.98015981243986
2.4722180729454,1.5293433105174,4,"CC",-0.525239735665966,5.46967588155677
2.06888581837405,0.0466920713115226,5,"CC",1.97737104023989,2.16040059650821
14.5562542717348,0.242803258927305,1,"MLE",14.0803686289084,15.0321399145613
2.36215097474448,0.38146955438392,2,"MLE",1.61448438695346,3.10981756253551
-2.6172569806031,0.29735658246677,3,"MLE",-3.20006517280388,-2.03444878840231
0.705180995774821,0.601962131837278,4,"MLE",-0.474643102683197,1.88500509423284
2.03751771556008,0.022260248039048,5,"MLE",1.99388843111661,2.08114700000354
14.5422379125985,0.324920589300456,1,"Semipar. (Param.)",13.9054052597341,15.1790705654629
2.54104482859395,0.794606512905427,2,"Semipar. (Param.)",0.983644681418356,4.09844497576955
-2.74271696720078,0.390031535218235,3,"Semipar. (Param.)",-3.50716472906339,-1.97826920533818
2.14949799116062,1.37706384268548,4,"Semipar. (Param.)",-0.549497544915261,4.84849352723649
2.06942194688509,0.0469599091291165,5,"Semipar. (Param.)",1.97738221627475,2.16146167749543
14.5407140532392,0.326139162939438,1,"Semipar. (Nonpar.)",13.9014930399299,15.1799350665486
2.5451799640001,0.798183861590804,2,"Semipar. (Nonpar.)",0.980768342241018,4.10959158575918
-2.74300407015802,0.391054842466533,3,"Semipar. (Nonpar.)",-3.50945747737241,-1.97655066294363
2.16474636517197,1.38758967175728,4,"Semipar. (Nonpar.)",-0.554879416792061,4.884372147136
2.06931516494844,0.0469217155169398,5,"Semipar. (Nonpar.)",1.9773502924424,2.16128003745448
