"Y","X","C","Z","Delta","W"
20.1293050407674,NA,0.115549902557228,0,0,0.115549902557228
20.0601385353015,0.619373280269091,0.664096106856958,0,1,0.619373280269091
16.752471197701,NA,0.335769377973188,0,0,0.335769377973188
14.1259771516008,NA,0.0374344641091797,1,0,0.0374344641091797
11.5731670639322,NA,0.623676882671618,0,0,0.623676882671618
8.815174518258,NA,0.112425357202519,1,0,0.112425357202519
15.9077607681627,0.402013817828334,0.411118306109011,0,1,0.402013817828334
12.1061311585458,NA,0.0586942482820202,0,0,0.0586942482820202
18.6348758445787,NA,0.143416965469941,0,0,0.143416965469941
16.6113495340114,NA,0.18776728159701,0,0,0.18776728159701
17.0232073113242,NA,0.274946002548697,0,0,0.274946002548697
8.75171065416903,NA,0.192390793063799,1,0,0.192390793063799
18.3755286867485,NA,0.141198514356233,0,0,0.141198514356233
10.1480294692314,NA,0.000433512292271432,1,0,0.000433512292271432
9.91398598010971,0.244396368936141,0.443438742494876,0,1,0.244396368936141
14.5490163253391,0.461000007996923,0.499100849519533,1,1,0.461000007996923
18.6158638676173,NA,0.466800649398999,0,0,0.466800649398999
17.8373656384276,0.429954740402112,0.536229665314957,0,1,0.429954740402112
16.6073868767469,NA,0.358604284202661,0,0,0.358604284202661
13.1490143451337,NA,0.410426365999024,0,0,0.410426365999024
20.0005805839947,NA,0.253330780703408,1,0,0.253330780703408
14.1687098437865,NA,0.0447920710478451,1,0,0.0447920710478451
14.3328032987076,NA,0.0182414616926183,0,0,0.0182414616926183
5.65996286227195,0.119068943466504,0.280739962633541,1,1,0.119068943466504
17.5313669080853,NA,0.32526086937612,0,0,0.32526086937612
11.6871904734074,NA,0.0799817697710151,1,0,0.0799817697710151
15.2572272323624,0.110037646022089,0.533260462305542,0,1,0.110037646022089
8.30294254525521,NA,0.0229714203110921,1,0,0.0229714203110921
18.2007252307384,NA,0.0753186263460992,0,0,0.0753186263460992
13.5718526767599,0.096819408402591,0.208320126562527,1,1,0.096819408402591
13.5625625920804,NA,0.20833561188763,0,0,0.20833561188763
