"Y","X","C","Z","Delta","W"
41.6492536608382,NA,0.251439399438978,0,0,0.251439399438978
54.2946846914451,NA,0.21408492418286,0,0,0.21408492418286
35.5842347346359,NA,0.163793828055792,1,0,0.163793828055792
46.4990804024734,NA,0.208404979078999,0,0,0.208404979078999
42.376794254979,NA,0.54468685434578,0,0,0.54468685434578
26.4237774898816,NA,0.291152038032667,1,0,0.291152038032667
33.3958177973271,NA,0.0391550464714054,1,0,0.0391550464714054
38.8567406138174,NA,0.187529063650201,1,0,0.187529063650201
52.2655638953614,NA,0.0233619063933687,1,0,0.0233619063933687
16.6363809565624,NA,0.00208021264154573,1,0,0.00208021264154573
60.3189282961091,NA,0.178549988723068,0,0,0.178549988723068
49.8135345845504,NA,0.124392427132111,0,0,0.124392427132111
41.6276971684977,NA,0.385075723290418,0,0,0.385075723290418
36.8303937527813,NA,0.552740046016107,0,0,0.552740046016107
30.4862627714312,0.129213713504809,0.14643373048347,1,1,0.129213713504809
8.95710289401568,NA,0.118328613309092,1,0,0.118328613309092
24.4045938098675,NA,0.147320840564021,1,0,0.147320840564021
51.2053451013665,NA,0.374734642437938,0,0,0.374734642437938
40.2909606661406,NA,0.0217027131379558,1,0,0.0217027131379558
57.2236064689827,NA,0.354871720568823,0,0,0.354871720568823
58.2583137822996,NA,0.26304481206946,0,0,0.26304481206946
53.2833484188311,NA,0.449433051637101,0,0,0.449433051637101
39.7380559019391,NA,0.521355658019116,1,0,0.521355658019116
44.6747334440998,0.216150124762978,0.485976299758993,0,1,0.216150124762978
29.2069485636333,NA,0.112455678331841,0,0,0.112455678331841
31.7356276231677,NA,0.074047104500762,1,0,0.074047104500762
31.9404676152648,NA,0.0365958991497968,1,0,0.0365958991497968
44.5225808006261,NA,0.278731320889253,0,0,0.278731320889253
33.3645992570429,NA,0.133205529840038,1,0,0.133205529840038
46.4861611253567,NA,0.084900184483311,1,0,0.084900184483311
62.6159272552167,NA,0.209142705859358,0,0,0.209142705859358
56.1828889303063,NA,0.0833813689643004,1,0,0.0833813689643004
77.392539993273,NA,0.212107109840872,0,0,0.212107109840872
18.7114929258519,NA,0.040925236080228,1,0,0.040925236080228
30.1649188196335,NA,0.134251447709372,1,0,0.134251447709372
45.2255579674984,NA,0.00911505140389923,1,0,0.00911505140389923
39.2724207520966,0.112933901510232,0.134991880862694,1,1,0.112933901510232
70.9656597521285,NA,0.536943509309867,0,0,0.536943509309867
53.049340562667,NA,0.493333558930756,0,0,0.493333558930756
52.3011154419523,NA,0.256433850200991,0,0,0.256433850200991
50.7396625566975,NA,0.046469827590971,1,0,0.046469827590971
46.7387429085726,NA,0.000584445637194692,1,0,0.000584445637194692
40.6007659972208,NA,0.206661668240841,1,0,0.206661668240841
47.8405444119226,NA,0.140047048166743,0,0,0.140047048166743
59.9970216944521,NA,0.127937593204156,0,0,0.127937593204156
48.2870010029884,0.637578246297647,0.67808255692931,0,1,0.637578246297647
54.9934194786818,NA,0.547538255989478,0,0,0.547538255989478
27.2890868763405,0.095333346601589,0.289272403491988,1,1,0.095333346601589
58.3383585843209,NA,0.394165575369094,0,0,0.394165575369094
29.6240788476738,NA,0.0831546424719164,1,0,0.0831546424719164
12.3530137928933,0.0971073425405659,0.295769621322267,1,1,0.0971073425405659
33.1701949119101,NA,0.210101176077657,1,0,0.210101176077657
56.2420682829873,NA,0.303672927868162,1,0,0.303672927868162
31.4841217810414,NA,0.472650912077465,1,0,0.472650912077465
24.0922285745058,NA,0.105148327675085,1,0,0.105148327675085
57.4476084193648,NA,0.517522900534561,0,0,0.517522900534561
27.0424426057698,NA,0.572681792470376,0,0,0.572681792470376
55.0735236965652,0.462204149121064,0.793535674805351,0,1,0.462204149121064
45.1591992645144,0.169644685278697,0.2174896224726,0,1,0.169644685278697
18.269573656753,NA,0.0291557082657572,1,0,0.0291557082657572
39.2074495687429,0.387589080696929,0.625399773438387,0,1,0.387589080696929
35.9508525471972,NA,0.0207346230262109,1,0,0.0207346230262109
25.0683525193584,NA,0.121986323982468,1,0,0.121986323982468
27.0261737233735,NA,0.191688734105195,1,0,0.191688734105195
