"Y","W","Delta","Z"
41.6492536608382,0.251439399438978,0,0
54.2946846914451,0.21408492418286,0,0
35.5842347346359,0.163793828055792,0,1
46.4990804024734,0.208404979078999,0,0
42.376794254979,0.54468685434578,0,0
26.4237774898816,0.291152038032667,0,1
33.3958177973271,0.0391550464714054,0,1
38.8567406138174,0.187529063650201,0,1
52.2655638953614,0.0233619063933687,0,1
16.6363809565624,0.00208021264154573,0,1
60.3189282961091,0.178549988723068,0,0
49.8135345845504,0.124392427132111,0,0
41.6276971684977,0.385075723290418,0,0
36.8303937527813,0.552740046016107,0,0
30.4862627714312,0.129213713504809,1,1
8.95710289401568,0.118328613309092,0,1
24.4045938098675,0.147320840564021,0,1
51.2053451013665,0.374734642437938,0,0
40.2909606661406,0.0217027131379558,0,1
57.2236064689827,0.354871720568823,0,0
58.2583137822996,0.26304481206946,0,0
53.2833484188311,0.449433051637101,0,0
39.7380559019391,0.521355658019116,0,1
44.6747334440998,0.216150124762978,1,0
29.2069485636333,0.112455678331841,0,0
31.7356276231677,0.074047104500762,0,1
31.9404676152648,0.0365958991497968,0,1
44.5225808006261,0.278731320889253,0,0
33.3645992570429,0.133205529840038,0,1
46.4861611253567,0.084900184483311,0,1
62.6159272552167,0.209142705859358,0,0
56.1828889303063,0.0833813689643004,0,1
77.392539993273,0.212107109840872,0,0
18.7114929258519,0.040925236080228,0,1
30.1649188196335,0.134251447709372,0,1
45.2255579674984,0.00911505140389923,0,1
39.2724207520966,0.112933901510232,1,1
70.9656597521285,0.536943509309867,0,0
53.049340562667,0.493333558930756,0,0
52.3011154419523,0.256433850200991,0,0
50.7396625566975,0.046469827590971,0,1
46.7387429085726,0.000584445637194692,0,1
40.6007659972208,0.206661668240841,0,1
47.8405444119226,0.140047048166743,0,0
59.9970216944521,0.127937593204156,0,0
48.2870010029884,0.637578246297647,1,0
54.9934194786818,0.547538255989478,0,0
27.2890868763405,0.095333346601589,1,1
58.3383585843209,0.394165575369094,0,0
29.6240788476738,0.0831546424719164,0,1
12.3530137928933,0.0971073425405659,1,1
33.1701949119101,0.210101176077657,0,1
56.2420682829873,0.303672927868162,0,1
31.4841217810414,0.472650912077465,0,1
24.0922285745058,0.105148327675085,0,1
57.4476084193648,0.517522900534561,0,0
27.0424426057698,0.572681792470376,0,0
55.0735236965652,0.462204149121064,1,0
45.1591992645144,0.169644685278697,1,0
18.269573656753,0.0291557082657572,0,1
39.2074495687429,0.387589080696929,1,0
35.9508525471972,0.0207346230262109,0,1
25.0683525193584,0.121986323982468,0,1
27.0261737233735,0.191688734105195,0,1
63.1529889290451,0.157126614125192,0,0
41.9335072505102,0.100792200900713,0,1
51.6347128982182,0.674829130819098,0,0
38.0345902990545,0.00336683686647151,0,1
40.5211640821878,0.118305167682,0,1
45.4481318734898,0.429585519802127,0,0
70.8112748799227,0.363337900708456,0,0
37.1124701781824,0.445116897764037,0,1
29.5987099909105,0.261043176850268,1,0
18.705018142768,0.0571033294523173,1,1
10.3471346160944,0.0261147994554228,1,1
49.9937524204795,0.0520136171585756,0,1
27.132866946653,0.109987833592814,1,1
35.1224744314346,0.0148584465161749,0,1
73.0643893736225,0.372994053308465,0,0
48.7278923235044,0.251729776184947,0,0
22.9101029816937,0.0101636220998443,0,1
56.8189896670693,0.217221245546472,0,0
10.704821532663,0.141376695476385,0,0
27.4055563593304,0.105730301154085,0,1
19.9927724533497,0.0224913709929435,0,1
24.3293301906522,0.159103840571121,0,0
33.5108091259482,0.378327867731274,0,1
64.2734612674608,0.448593368846068,0,0
43.5104196151723,0.298173149643928,0,0
16.0934765053665,0.102138748805751,0,1
55.525704486062,0.49087753351077,0,0
43.1143255003662,0.276355295461883,0,1
45.660556838455,0.251504760018986,0,0
44.8632471834833,0.00800104818111841,0,1
67.5690603003124,0.684484227658618,1,0
32.3273159391936,0.0830052741423357,0,1
46.3035951043572,0.36584315454705,0,1
55.4291392678811,0.304093951051311,0,0
65.2107843582685,0.264957121089627,0,0
48.1484616863435,0.00108235365587809,0,1
31.7222188000996,0.242056709101269,0,0
25.2956468228088,0.400076913827466,1,0
47.8120396393355,0.0548164352211467,0,1
